<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ABB.US,D,20180419,000000,22.527,22.591,22.242,22.334,3202321,0
ABB.US,D,20180420,000000,22.371,22.43,22.242,22.269,3436429,0
ABB.US,D,20180423,000000,22.315,22.361,22.196,22.232,2376457,0
ABB.US,D,20180424,000000,22.297,22.306,21.703,21.864,2865288,0
ABB.US,D,20180425,000000,21.469,21.542,21.316,21.469,12416788,0
ABB.US,D,20180426,000000,21.653,21.662,21.459,21.524,2155267,0
ABB.US,D,20180427,000000,21.395,21.515,21.313,21.423,1550743,0
ABB.US,D,20180430,000000,21.413,21.588,21.382,21.413,1667210,0
ABB.US,D,20180501,000000,21.367,21.496,21.211,21.469,1705652,0
ABB.US,D,20180502,000000,21.598,21.699,21.478,21.515,1635377,0
ABB.US,D,20180503,000000,21.423,21.533,21.267,21.45,1242022,0
ABB.US,D,20180504,000000,21.339,21.625,21.313,21.57,1416701,0
ABB.US,D,20180507,000000,21.699,21.902,21.69,21.79,1203805,0
ABB.US,D,20180508,000000,21.928,22.044,21.869,22.012,1634077,0
ABB.US,D,20180509,000000,21.948,21.994,21.822,21.956,1538384,0
ABB.US,D,20180510,000000,21.966,22.131,21.933,22.122,1160584,0
ABB.US,D,20180511,000000,22.15,22.205,22.044,22.076,1112334,0
ABB.US,D,20180514,000000,21.956,22.076,21.932,21.994,1305612,0
ABB.US,D,20180515,000000,21.809,21.966,21.736,21.92,1422881,0
ABB.US,D,20180516,000000,22.085,22.159,21.971,22.002,1740028,0
ABB.US,D,20180517,000000,22.002,22.196,22.002,22.168,2462229,0
ABB.US,D,20180518,000000,22.334,22.425,22.283,22.361,1495032,0
ABB.US,D,20180521,000000,22.628,22.647,22.521,22.545,1333399,0
ABB.US,D,20180522,000000,22.637,22.748,22.573,22.601,1502946,0
ABB.US,D,20180523,000000,22.122,22.159,21.897,22.002,3286348,0
ABB.US,D,20180524,000000,21.874,21.938,21.662,21.864,3622348,0
ABB.US,D,20180525,000000,21.68,21.74,21.607,21.653,1805597,0
ABB.US,D,20180529,000000,21.257,21.316,21.013,21.091,2033804,0
ABB.US,D,20180530,000000,20.981,21.336,20.972,21.267,3033935,0
ABB.US,D,20180531,000000,21.082,21.119,20.788,20.926,3707477,0
ABB.US,D,20180601,000000,21.247,21.413,21.229,21.377,1490252,0
ABB.US,D,20180604,000000,21.275,21.339,21.211,21.229,1565537,0
ABB.US,D,20180605,000000,21.285,21.331,21.175,21.267,1215561,0
ABB.US,D,20180606,000000,21.137,21.336,21.082,21.321,1186951,0
ABB.US,D,20180607,000000,21.386,21.386,21.175,21.257,1721043,0
ABB.US,D,20180608,000000,21.229,21.321,21.155,21.285,2216598,0
ABB.US,D,20180611,000000,21.331,21.496,21.303,21.487,1078868,0
ABB.US,D,20180612,000000,21.551,21.644,21.45,21.487,2710870,0
ABB.US,D,20180613,000000,21.496,21.524,21.331,21.386,1470008,0
